,work_id,fable_name,mattr_10,mattr_50,ttr
25,tlg0614.tlg001,Babrius - 89) The Wolf and the Lamb,1.0,0.86,0.9555555555555556
26,tlg0614.tlg001,Babrius - 70) War and his Bride,0.99375,0.44,0.88
27,tlg0614.tlg001,Babrius - 117) A Double Standard of Justice,0.9891304347826086,0.8366666666666666,0.8363636363636363
28,tlg0614.tlg001,Babrius - 31) The Mice and their Generals,0.9985915492957748,0.9367741935483874,0.9
29,tlg0614.tlg001,Babrius - 25) Why the Hares Refrained from Suicide,1.0,0.6,0.9375
30,tlg0614.tlg001,Babrius - 128) The Dog and the Sheep,0.9888888888888889,0.9399999999999998,0.9444444444444444
31,tlg0614.tlg001,Babrius - 67) The Lion's Share,0.9612903225806451,0.74,0.925
32,tlg0614.tlg001,Babrius - 112) The Battle of the Bull and the Mouse,0.9923076923076923,0.64,0.9142857142857143
33,tlg0614.tlg001,Babrius - 19) The Fox and the Grapes,1.0,0.72,0.972972972972973
34,tlg0614.tlg001,Babrius - 121) Unwelcome Solicitude,0.9818181818181819,0.38,0.95
35,tlg0614.tlg001,Babrius - 104) Distinguished but not Honoured,0.9279999999999999,0.6,0.8823529411764706
36,tlg0614.tlg001,Babrius - 126) Truth and Falsehood,0.957142857142857,0.64,0.8648648648648649
37,tlg0614.tlg001,Babrius - 13) The Farmer and the Stork,0.982608695652174,0.92,0.9272727272727272
38,tlg0614.tlg001,Babrius - 71) The Sea,1.0,0.9533333333333331,0.9454545454545454
39,tlg0614.tlg001,Babrius - 74) Man's Year,0.9924242424242424,0.926923076923077,0.8666666666666667
40,tlg0614.tlg001,Babrius - 9) The Fisherman with the Flute,1.0,0.88,0.9565217391304348
41,tlg0614.tlg001,Babrius - 81) Nolo Contendre,0.9833333333333333,0.5,0.9259259259259259
42,tlg0614.tlg001,Babrius - 12) The Nightingale and the Swallow,1.0,0.9667999999999999,0.898989898989899
43,tlg0614.tlg001,Babrius - 29) The Old Age of the Race Horse,1.0,0.46,1.0
44,tlg0614.tlg001,Babrius - 2) The Farmer who Lost his Mattock,0.9816326530612247,0.9466666666666667,0.9482758620689655
45,tlg0614.tlg001,Babrius - 84) The Gnat on the Bull's Horn,1.0,0.74,1.0
46,tlg0614.tlg001,Babrius - 8) The Arab and His Camel,0.9800000000000001,0.36,0.9473684210526315
47,tlg0614.tlg001,Babrius - 14) The Bear and the Fox,0.8888888888888888,0.3,0.8333333333333334
48,tlg0614.tlg001,Babrius - 123) Whow Covets all Loses all,0.976470588235294,0.46,0.8846153846153846
49,tlg0614.tlg001,Babrius - 63) Hero-Cult,0.9760869565217389,0.83,0.8
50,tlg0614.tlg001,Babrius - 72) Borrowed Plumage,0.979381443298969,0.9224561403508772,0.8773584905660378
51,tlg0614.tlg001,"Babrius - 51) Fleece Me, But Don't Flay Me",0.9606060606060606,0.76,0.9047619047619048
52,tlg0614.tlg001,Babrius - 30) Hermes on Sale,0.980952380952381,0.54,0.9
53,tlg0614.tlg001,Babrius - 55) An Unwelcome Partner,0.9400000000000001,0.32,0.8421052631578947
54,tlg0614.tlg001,Babrius - 39) Mediation à la Mode,1.0,0.24,1.0
55,tlg0614.tlg001,Babrius - 68) A Contest in Archery,0.982051282051282,0.86,0.8958333333333334
56,tlg0614.tlg001,Babrius - 99) Bonded Brotherhood,0.9642857142857144,0.4,0.8695652173913043
57,tlg0614.tlg001,Babrius - 28) The Toad who Tried to be as Big as an Ox,0.9966666666666666,0.74,0.9487179487179487
58,tlg0614.tlg001,Babrius - 79) The Dog and his Shadow,0.9428571428571428,0.56,0.9333333333333333
59,tlg0614.tlg001,Babrius - 44) Divide and Conquer,0.9941176470588234,0.5,0.9615384615384616
60,tlg0614.tlg001,Babrius - 108) The Country Mouse and the City Mouse,0.9984,0.9863529411764708,0.9253731343283582
61,tlg0614.tlg001,Babrius - 34) A Case of Indigestion,1.0,0.94,0.9591836734693877
62,tlg0614.tlg001,Babrius - 56) A Beauty Contest,0.9448275862068966,0.6,0.7894736842105263
63,tlg0614.tlg001,Babrius - 90) More Fearsome than Ever,1.0,0.38,1.0
64,tlg0614.tlg001,Babrius - 61) Custom Stales,0.9354838709677419,0.68,0.85
65,tlg0614.tlg001,Babrius - 118) Close to the Law but Far from Justice,1.0,0.92,0.9583333333333334
66,tlg0614.tlg001,Babrius - 94) Dr. Heron's Fire,0.9709677419354837,0.66,0.825
67,tlg0614.tlg001,Babrius - 78) No Use Praying for a Robber,0.9235294117647058,0.44,0.8461538461538461
68,tlg0614.tlg001,Babrius - 48) Unwelcome Attentions,0.9724137931034482,0.7,0.9210526315789473
69,tlg0614.tlg001,Babrius - 120) Physician Heal Thyself,1.0,0.72,0.972972972972973
70,tlg0614.tlg001,Babrius - 103) One-Way Traffic,1.0,0.9896774193548388,0.9625
71,tlg0614.tlg001,Babrius - 45) The Outcome of a Foreign Investment,0.9943396226415094,0.9046153846153846,0.9032258064516129
72,tlg0614.tlg001,Babrius - 41) Overextended,1.0,0.28,1.0
73,tlg0614.tlg001,Babrius - 86) Delfation Necessary,0.9976190476190476,0.9,0.9019607843137255
74,tlg0614.tlg001,Babrius - 102) Once in Utopia,0.9974999999999999,0.9,0.9183673469387755
75,tlg0614.tlg001,Babrius - 115) Showing a Turtle how to Fly,0.9777777777777779,0.84,0.9333333333333333
76,tlg0614.tlg001,Babrius - 92) Interested only in the Tracks,0.9878787878787879,0.78,0.9285714285714286
77,tlg0614.tlg001,Babrius - 40) The Rise of the Proletariat,1.0,0.4,1.0
78,tlg0614.tlg001,Babrius - 37) The Old Bull and the Young Steer,0.9914893617021276,0.92,0.9285714285714286
79,tlg0614.tlg001,Babrius - 7) The Horse and the Ass,1.0,0.9514285714285712,0.9464285714285714
80,tlg0614.tlg001,Babrius - 114) The Boasting Lamp,1.0,0.64,0.9411764705882353
81,tlg0614.tlg001,Babrius - 47) Strength in Unity,0.9653061224489795,0.84,0.8620689655172413
82,tlg0614.tlg001,Babrius - 59) Momus the Fault-Finder,0.9719999999999999,0.9099999999999999,0.8813559322033898
83,tlg0614.tlg001,Babrius - 50) Double-Crossed,0.9887323943661972,0.9451612903225808,0.925
84,tlg0614.tlg001,Babrius - 83) Undernourished,0.9384615384615385,0.62,0.8857142857142857
85,tlg0614.tlg001,Babrius - 91) Temporarily Patient,0.9681818181818179,0.52,0.8387096774193549
86,tlg0614.tlg001,Babrius - 5) The Fighting Cocks,0.9870967741935482,0.72,0.9
87,tlg0614.tlg001,Babrius - 54) Yes and No,0.9923076923076923,0.42,0.9545454545454546
88,tlg0614.tlg001,Babrius - 35) Coddled to Death,1.0,0.52,1.0
89,tlg0614.tlg001,Babrius - 93) Peace by Surrender,1.0,0.86,0.9347826086956522
90,tlg0614.tlg001,Babrius - 6) The Fisherman and the Little Fish,1.0,0.985,0.9824561403508771
91,tlg0614.tlg001,Babrius - 76) The Knight and his Horse,0.972972972972973,0.9029411764705884,0.8674698795180723
92,tlg0614.tlg001,Babrius - 52) One Toils and Another Complains,1.0,0.7,0.9210526315789473
93,tlg0614.tlg001,Babrius - 66) The Two Wallets,0.9600000000000001,0.44,0.9166666666666666
94,tlg0614.tlg001,Babrius - 73) How the Kite Lost his Voice,0.9400000000000001,0.34,0.8947368421052632
95,tlg0614.tlg001,Babrius - 75) Mistaken for a Physician,0.9942028985507245,0.9027586206896554,0.8717948717948718
96,tlg0614.tlg001,Babrius - 1) The Lion and the Bowman,0.9701754385964914,0.8705882352941176,0.8636363636363636
97,tlg0614.tlg001,Babrius - 21) The Oxen and the Butchers,1.0,0.99,0.9803921568627451
98,tlg0614.tlg001,Babrius - 42) The Departure of a Well-Sated Guest,0.9739130434782608,0.56,0.875
99,tlg0614.tlg001,Babrius - 107) The Lion and the Mouse,1.0,0.9947368421052633,0.9411764705882353
100,tlg0614.tlg001,Babrius - 110) Always Ready to Go,1.0,0.42,1.0
101,tlg0614.tlg001,Babrius - 53) Three True Statements,0.9949999999999999,0.56,0.9655172413793104
102,tlg0614.tlg001,Babrius - 20) Heracles and the Ox-Driver,0.9499999999999997,0.54,0.8709677419354839
103,tlg0614.tlg001,Babrius - 57) How the Arabs Got to be Liars,0.9783783783783785,0.88,0.9565217391304348
104,tlg0614.tlg001,Babrius - 11) The Fire-Bearing Fox,1.0,0.98,1.0
105,tlg0614.tlg001,Babrius - 10) Aphrodite and the Slave Girl,0.9717948717948716,0.9,0.9375
106,tlg0614.tlg001,Babrius - 23) Better Lose the Ox than Catch the Thief,1.0,0.76,0.926829268292683
107,tlg0614.tlg001,Babrius - 82) Good Reason to be Alarmed,0.985,0.92,0.9387755102040817
108,tlg0614.tlg001,Babrius - 124) How the Fowler Served his Guest,0.9954545454545455,0.9530769230769232,0.92
109,tlg0614.tlg001,Babrius - 33) Outwitting the Birds,0.9831325301204821,0.8534883720930233,0.8152173913043478
110,tlg0614.tlg001,Babrius - 60) Surfeited at Last,1.0,0.58,0.9666666666666667
111,tlg0614.tlg001,Babrius - 65) Crane and Peacock,0.9823529411764705,0.5,0.9615384615384616
112,tlg0614.tlg001,Babrius - 106) Deeply Worried about the Future,0.9848214285714286,0.9369444444444446,0.8512396694214877
113,tlg0614.tlg001,Babrius - 127) The Mills of the Gods Grind Slowly,1.0,0.62,0.96875
114,tlg0614.tlg001,Babrius - 129) Failure to Qualify as a Household Pet,0.9893617021276598,0.9303703703703704,0.8932038834951457
115,tlg0614.tlg001,Babrius - 58) Hope,0.9384615384615385,0.6,0.8571428571428571
116,tlg0614.tlg001,Babrius - 85) The Heterogenous Dogs,0.9732142857142857,0.905,0.8923076923076924
117,tlg0614.tlg001,Babrius - 3) The Goat and the Goatherd,0.9861111111111112,0.82,0.9111111111111111
118,tlg0614.tlg001,Babrius - 88) How the Lark Knew When to Leave,0.9705882352941176,0.8692857142857141,0.8571428571428571
119,tlg0614.tlg001,Babrius - 98) Disarmed by Love,0.9602739726027398,0.9478787878787879,0.9146341463414634
120,tlg0614.tlg001,Babrius - 64) The Fir Tree and the Bramble,0.9904761904761905,0.9299999999999999,0.9215686274509803
121,tlg0614.tlg001,"Babrius - 87) Let it be Yea Yea, or Nay Nay",0.9833333333333333,0.48,0.8888888888888888
122,tlg0614.tlg001,Babrius - 49) It Won't be Fortune's Fault,1.0,0.62,1.0
123,tlg0614.tlg001,Babrius - 96) Emboldened by Circumstance,0.9578947368421052,0.5,0.8928571428571429
124,tlg0614.tlg001,Babrius - 105) The Robber Robbed,0.9714285714285713,0.54,0.9
125,tlg0614.tlg001,Babrius - 80) Dancing is Not for the Camel,1.0,0.42,1.0
126,tlg0614.tlg001,Babrius - 16) The Disappointed Wolf,0.9642857142857143,0.9,0.9019607843137255
127,tlg0614.tlg001,Babrius - 62) Only a Half-Breed,0.968181818181818,0.6,0.967741935483871
128,tlg0614.tlg001,Babrius - 38) The Unkindest Cut of All,0.9769230769230769,0.66,0.9428571428571428
129,tlg0614.tlg001,Babrius - 109) Show me How,0.975,0.46,0.92
130,tlg0614.tlg001,Babrius - 119) How Hermes Bestowed a Treasure,1.0,0.92,0.92
131,NA28-041MRK,Mark 12 - The Wicked Tenants ,0.8987804878048783,0.6928571428571428,0.6703296703296703
132,NA28-041MRK,Mark 4 - The Sower,0.8848920863309353,0.6816161616161617,0.5405405405405406
133,tlg1765.tlg003,Life of Aesop - The Eagle and the Dung Beetle (§134),0.9836879432624115,0.8887128712871287,0.7733333333333333
134,tlg1765.tlg003,Life of Aesop - The Farmer (§140),1.0,0.9436363636363638,0.9154929577464789
135,tlg1765.tlg003,Life of Aesop - The Woman who had burried her Husband (§129),0.9863636363636363,0.8338461538461538,0.7866666666666666
136,NA28-042LUK,Luke 18 - The Widow and the Unjust Judge,0.9450980392156864,0.6563636363636364,0.65
137,NA28-042LUK,Luke 15 - The Prodigal Son,0.976878612716763,0.8252631578947368,0.6373626373626373
138,NA28-042LUK,Luke 12 - The Rich Fool,0.905128205128205,0.7,0.7291666666666666
139,NA28-042LUK,Luke 21 - The Fig Tree,0.9170212765957445,0.7857142857142857,0.7678571428571429
140,NA28-042LUK,Luke 12 - The Faithful and Unfaithful Slave,0.9048076923076922,0.7418750000000001,0.6371681415929203
141,NA28-042LUK,Luke 14 - Humility and Hospitality,0.8983870967741935,0.7018181818181818,0.6901408450704225
142,NA28-042LUK,Luke 6 - Blind guiging a Blind,0.8612068965517243,0.6542105263157895,0.568
143,NA28-042LUK,"Luke 4 - Doctor, cure yourself",0.9447368421052633,0.8056756756756758,0.7560975609756098
144,NA28-042LUK,Luke 20 - The Wicked Tenants,0.9473118279569892,0.6966037735849057,0.6470588235294118
145,NA28-042LUK,Luke 16 - The Barren Fig Tree,0.9592592592592593,0.48,0.6666666666666666
146,NA28-042LUK,Luke 16 - The Dishonest Manager,0.9043478260869566,0.712,0.6290322580645161
147,NA28-042LUK,Luke 8 - The Parable of the Sower,0.9184000000000003,0.7665882352941178,0.6268656716417911
148,NA28-042LUK,Luke 5 - Old and New Garment,0.7838709677419353,0.4,0.5
149,NA28-042LUK,Luke 18 - The Pharisee and the Tax Collector,0.9488888888888887,0.764,0.7407407407407407
150,NA28-042LUK,Luke 15 - The Lost Sheep,0.9464285714285714,0.58,0.7837837837837838
151,NA28-042LUK,Luke 19 - The Ten Pounds,0.9239669421487604,0.6624691358024691,0.5384615384615384
152,NA28-042LUK,Luke 14 - The Great Dinner,0.963529411764706,0.7244444444444444,0.6914893617021277
153,NA28-042LUK,Luke 16 - The Rich Man and Lazarus,0.9772277227722775,0.822622950819672,0.7272727272727273
154,NA28-042LUK,Luke 15 - The Lost Coin,0.8949999999999999,0.46,0.7931034482758621
155,tlg0561.tlg001,Daphnis and Chloe - Phatta or the wood pigeon (1.27),0.9697368421052632,0.8255555555555556,0.8
156,tlg0561.tlg001,Daphnis and Chloe - Syrinx (2.32-35),0.9723756906077348,0.8932919254658387,0.7142857142857143
157,tlg0561.tlg001,Daphnis and Chloe - Echo (3.22-23),0.9711656441717792,0.8830894308943091,0.7848837209302325
